Id,tipo_moradia,localizacao,andares,nota_casa,ano_contrucao,banheiros,vagas_garagem,cozinhas,banheiros,tamanho(em pés quadrados),tamanho lote (n útil)
2016,Densidade Residencial Baixa,Sawyer West,2 andares,5,2001,3,2.0,1,4.0,1677,8450
2017,Densidade Residencial Baixa,Sawyer West,2 andares,5,1992,3,2.0,1,4.0,1737,8285
2018,Densidade Residencial Baixa,Sawyer,1 andar,5,1963,3,1.0,1,2.0,984,9100
2019,Densidade Residencial Baixa,Sawyer,1 andar,8,1961,3,1.0,1,2.0,864,8100
2020,Densidade Residencial Baixa,Sawyer,1 andar,5,1968,3,1.0,1,2.0,890,8450
2021,Densidade Residencial Baixa,Sawyer,1 andar,5,1963,3,1.0,1,1.0,864,6360
2022,Densidade Residencial Baixa,Veenker,1 andar,5,1974,3,2.0,1,3.0,1430,19508
2023,Densidade Residencial Baixa,Sawyer,2 andares,4,1972,4,2.0,1,2.0,1641,10759
2024,Densidade Residencial Baixa,Northridge,2 andares,5,1990,4,2.0,1,4.0,2683,9205
2025,Densidade Residencial Baixa,Northridge,2 andares,5,1993,4,2.0,1,4.0,2786,11025
2026,Área Residencial de Vilas Flutuantes,Somerset,1 andar,5,2004,1,2.0,1,2.0,1245,3435
2027,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,2005,2,2.0,1,4.0,1200,3180
2028,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,2007,2,2.0,1,2.0,1392,3180
2029,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,1999,3,2.0,1,4.0,1549,2280
2030,Área Residencial de Vilas Flutuantes,Somerset,1 andar,5,2000,2,2.0,1,3.0,1638,4765
2031,Área Residencial de Vilas Flutuantes,Somerset,1 andar,5,2001,1,2.0,1,3.0,1310,4538
2032,Área Residencial de Vilas Flutuantes,Somerset,1 andar,5,2001,2,2.0,1,3.0,1419,4385
2033,Área Residencial de Vilas Flutuantes,Somerset,1 andar,5,1999,2,2.0,1,3.0,1557,4109
2034,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,1999,3,2.0,1,4.0,1404,2160
2035,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,2001,3,2.0,1,4.0,1789,10646
2036,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,1999,3,2.0,1,4.0,1586,2645
2037,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,1999,3,2.0,1,4.0,1607,2645
2038,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,1998,2,2.0,1,4.0,2393,3951
2039,Densidade Residencial Baixa,Veenker,1 andar,5,1995,1,2.0,1,3.0,1239,11064
2040,Densidade Residencial Baixa,Veenker,2 andares,3,1977,3,3.0,1,4.0,2944,24572
2041,Densidade Residencial Baixa,Veenker,1 andar,9,1976,3,2.0,1,4.0,1671,16280
2042,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,2002,3,2.0,1,3.0,1812,7500
2043,Densidade Residencial Baixa,Northwest Ames,2 andares,6,1969,4,2.0,1,3.0,1427,11104
2044,Densidade Residencial Baixa,Northwest Ames,1 andar,5,1968,4,2.0,1,2.0,1740,11050
2045,Densidade Residencial Baixa,Northwest Ames,1 andar,7,1967,4,2.0,1,2.0,1620,15387
2046,Densidade Residencial Baixa,Northwest Ames,1 andar,6,1965,4,2.0,2,2.0,1625,9750
2047,Densidade Residencial Baixa,NAmes,2 andares,6,1968,4,2.0,1,2.0,1464,8814
2048,Densidade Residencial Baixa,NAmes,1 andar,7,1965,3,2.0,1,2.0,925,8125
2049,Densidade Residencial Baixa,NAmes,1 andar,5,1965,6,2.0,2,2.0,1728,11072
2050,Densidade Residencial Baixa,Northwest Ames,2 andares,6,1971,4,2.0,1,2.0,1670,13355
2051,Densidade Residencial Baixa,NAmes,1 andar,5,1956,2,1.0,1,1.0,1014,7785
2052,Densidade Residencial Baixa,NAmes,1 andar,5,1961,3,2.0,1,2.0,1114,9900
2053,Densidade Residencial Baixa,NAmes,1 andar,7,1960,3,1.0,1,2.0,1118,11332
2054,Densidade Residencial Baixa,Brookside,2 andares,7,1937,2,1.0,1,1.0,906,4882
2055,Densidade Residencial Baixa,NAmes,1 andar,6,1960,3,2.0,1,2.0,1496,9600
2056,Densidade Residencial Baixa,NAmes,1 andar,8,1950,3,1.0,1,2.0,1337,9600
2057,Densidade Residencial Baixa,NAmes,1 andar,5,1953,3,1.0,1,1.0,1036,7584
2058,Densidade Residencial Baixa,NAmes,2 andares,7,1966,4,2.0,1,3.0,1988,14670
2059,Densidade Residencial Baixa,NAmes,1 andar,4,1957,3,1.0,1,2.0,1176,8856
2060,Densidade Residencial Baixa,NAmes,1 andar,7,1959,2,1.0,1,3.0,1440,9840
2061,Densidade Residencial Baixa,NAmes,1 andar,6,1958,3,2.0,1,2.0,1570,13200
2062,Densidade Residencial Baixa,NAmes,1 andar,5,1956,3,1.0,1,2.0,1104,10425
2063,Densidade Residencial Baixa,NAmes,1 andar,6,1952,2,1.0,1,2.0,882,11556
2064,Densidade Residencial Baixa,NAmes,1 andar,6,1953,3,2.0,1,2.0,1152,9373
2065,Densidade Residencial Baixa,NAmes,1 andar,5,1953,2,2.0,1,1.0,950,12774
2066,Densidade Residencial Baixa,NAmes,1 andar,5,1957,3,2.0,1,2.0,1790,14250
2067,Densidade Residencial Baixa,NAmes,1 andar,3,1957,4,1.0,1,3.0,1764,8838
2068,Densidade Residencial Baixa,NAmes,1 andar,5,1957,5,2.0,2,2.0,1824,12436
2069,Densidade Residencial Baixa,Old Town,1 andar,6,1948,1,1.0,1,1.0,869,10122
2070,Densidade Residencial Baixa,Old Town,2 andares,8,1925,3,1.0,1,1.0,1159,7506
2071,Densidade Residencial Baixa,Old Town,1 andar,7,1940,2,1.0,1,1.0,672,5400
2072,Densidade Residencial Baixa,Old Town,2 andares,5,1922,3,4.0,1,2.0,1436,10836
2073,Densidade Residencial Baixa,NAmes,1 andar,6,1968,3,2.0,1,3.0,1044,10180
2074,Densidade Residencial Baixa,NAmes,1 andar,7,1958,3,2.0,1,2.0,1312,11355
2075,Densidade Residencial Baixa,NAmes,1 andar,6,1960,3,1.0,1,2.0,1081,12929
2076,Densidade Residencial Baixa,NAmes,1 andar,7,1951,2,2.0,1,1.0,876,7200
2077,Densidade Residencial Baixa,NAmes,1 andar,6,1959,3,1.0,1,3.0,1256,8000
2078,Densidade Residencial Baixa,NAmes,1 andar,5,1962,3,1.0,1,2.0,1027,8000
2079,Densidade Residencial Baixa,NAmes,2 andares,6,1948,3,2.0,1,2.0,1320,8064
2080,Densidade Residencial Baixa,NAmes,2 andares,7,1954,2,1.0,1,2.0,984,6390
2081,Densidade Residencial Baixa,NAmes,2 andares,5,1954,4,1.0,1,1.0,1278,7200
2082,Densidade Residencial Baixa,NAmes,1 andar,5,1961,6,0.0,2,2.0,1800,8513
2083,Densidade Residencial Baixa,NAmes,2 andares,6,1955,3,2.0,1,2.0,1588,7200
2084,Densidade Residencial Baixa,NAmes,1 andar,7,1954,2,1.0,1,2.0,825,7200
2085,Densidade Residencial Baixa,NAmes,1 andar,5,1963,3,1.0,1,1.0,1117,7590
2086,Densidade Residencial Média,Old Town,1 andar,5,2008,3,1.0,1,2.0,1133,9836
2087,Densidade Residencial Média,Old Town,2 andares,7,1948,3,2.0,1,1.0,1323,9184
2088,Densidade Residencial Média,Old Town,2 andares,5,1910,2,1.0,1,1.0,1360,4800
2089,Densidade Residencial Média,Old Town,1 andar,4,1940,2,1.0,1,1.0,672,4800
2090,Densidade Residencial Média,Old Town,2 andares,7,1915,4,1.0,1,2.0,1456,6000
2091,Densidade Residencial Média,Old Town,2 andares,6,1910,3,0.0,2,2.0,1594,11426
2092,Densidade Residencial Média,Old Town,2 andares,6,1940,2,2.0,1,2.0,1656,7628
2093,Densidade Residencial Média,Old Town,2 andares,5,1920,2,1.0,1,1.0,1740,7308
2094,Densidade Residencial Média,Old Town,1 andar,6,1920,2,0.0,1,2.0,1027,5400
2095,Densidade Residencial Média,Old Town,2 andares,6,1940,3,2.0,2,2.0,1436,10800
2096,Densidade Residencial Média,Old Town,1 andar,6,1910,2,1.0,1,1.0,899,6756
2097,Densidade Residencial Média,Old Town,2 andares,9,1890,3,0.0,1,1.0,1080,5914
2098,Densidade Residencial Média,Old Town,2 andares,6,1946,3,3.0,1,1.0,1499,9000
2099,Densidade Residencial Média,Old Town,1 andar,5,1946,1,1.0,1,1.0,407,7311
2100,Densidade Residencial Média,Old Town,1 andar,1,1949,5,0.0,1,2.0,1588,12205
2101,Densidade Residencial Média,Old Town,2 andares,5,1900,4,2.0,2,2.0,1627,9142
2102,Densidade Residencial Média,Old Town,2 andares,8,1920,3,1.0,1,1.0,1450,5350
2103,Densidade Residencial Média,Old Town,2 andares,7,1900,2,1.0,1,1.0,1017,9143
2104,Densidade Residencial Média,Old Town,2 andares,5,1920,4,2.0,2,2.0,2350,9600
2105,Densidade Residencial Média,Old Town,2 andares,9,1905,3,0.0,1,2.0,1540,6000
2106,Densidade Residencial Média,Old Town,2 andares,1,1920,2,2.0,1,1.0,1086,11340
2107,Densidade Residencial Média,Old Town,2 andares,7,1890,5,2.0,1,2.0,2495,10800
2108,Densidade Residencial Média,Old Town,1 andar,6,1959,2,1.0,1,2.0,984,9750
2109,Densidade Residencial Média,Old Town,1 andar,6,1958,2,1.0,1,1.0,1093,8516
2110,Densidade Residencial Baixa,Brookside,1 andar,7,1928,2,1.0,1,1.0,1143,7111
2111,Densidade Residencial Média,Brookside,2 andares,7,1945,3,1.0,1,2.0,1668,7425
2112,Densidade Residencial Baixa,Brookside,2 andares,5,1935,3,1.0,1,2.0,1738,7010
2113,Densidade Residencial Média,Brookside,2 andares,7,1941,3,1.0,1,1.0,1210,5000
2114,Densidade Residencial Média,Brookside,2 andares,9,1900,3,1.0,1,2.0,1290,5870
2115,Densidade Residencial Média,Brookside,2 andares,7,1940,3,1.0,1,2.0,1672,6000
2116,Densidade Residencial Média,Brookside,1 andar,7,1924,2,2.0,1,1.0,949,6000
2117,Densidade Residencial Média,Brookside,2 andares,7,1937,3,1.0,1,2.0,1497,6000
2118,Densidade Residencial Média,Brookside,2 andares,5,1939,2,1.0,2,2.0,1342,6000
2119,Densidade Residencial Média,Brookside,2 andares,7,1926,3,1.0,1,1.0,1013,5000
2120,Densidade Residencial Média,Brookside,2 andares,7,1920,3,1.0,1,2.0,1216,5520
2121,Densidade Residencial Média,Brookside,1 andar,7,1946,2,1.0,1,,896,5940
2122,Densidade Residencial Média,Brookside,2 andares,7,1929,2,1.0,1,2.0,1136,6240
2123,Densidade Residencial Média,Brookside,1 andar,6,1945,1,1.0,1,1.0,808,6120
2124,Densidade Residencial Média,Brookside,2 andares,5,1939,4,2.0,1,2.0,2009,6240
2125,Densidade Residencial Média,Old Town,2 andares,5,1923,4,2.0,1,2.0,1902,6120
2126,Densidade Residencial Baixa,Brookside,2 andares,4,1915,4,2.0,1,2.0,1716,9144
2127,Densidade Residencial Média,Old Town,2 andares,8,1910,5,1.0,1,2.0,1984,8094
2128,Densidade Residencial Média,Old Town,2 andares,8,1910,3,1.0,1,1.0,1609,4347
2129,Densidade Residencial Média,Iowa DOT and Rail Road,1 andar,6,1930,1,2.0,1,1.0,768,6291
2130,Densidade Residencial Média,Iowa DOT and Rail Road,2 andares,6,1952,4,1.0,1,2.0,1536,10266
2131,Densidade Residencial Média,Iowa DOT and Rail Road,2 andares,6,1938,4,2.0,1,2.0,1969,6876
2132,Densidade Residencial Média,Iowa DOT and Rail Road,2 andares,6,1915,2,2.0,1,2.0,1308,10320
2133,Densidade Residencial Média,Iowa DOT and Rail Road,1 andar,7,1925,2,2.0,1,1.0,1040,7200
2134,Densidade Residencial Média,Iowa DOT and Rail Road,2 andares,6,1925,3,1.0,1,3.0,1236,7006
2135,Densidade Residencial Média,Iowa DOT and Rail Road,1 andar,8,1912,1,2.0,1,1.0,759,10320
2136,Densidade Residencial Média,Iowa DOT and Rail Road,2 andares,3,1915,3,0.0,2,2.0,1344,10320
2137,Densidade Residencial Baixa,Sawyer,1 andar,6,1947,3,1.0,1,1.0,1054,9488
2138,Densidade Residencial Baixa,Sawyer,2 andares,6,1963,3,2.0,1,2.0,1075,11235
2139,Densidade Residencial Baixa,Sawyer,2 andares,5,1978,3,2.0,1,2.0,1096,13014
2140,Densidade Residencial Baixa,Sawyer,1 andar,7,1967,3,1.0,1,2.0,992,10265
2141,Densidade Residencial Baixa,Sawyer,2 andares,8,1978,3,2.0,1,2.0,1034,7703
2142,Densidade Residencial Baixa,Sawyer,1 andar,5,1967,3,1.0,1,1.0,1073,9981
2143,Densidade Residencial Baixa,Sawyer,2 andares,5,1984,2,2.0,1,2.0,1126,7400
2144,Densidade Residencial Baixa,Sawyer,1 andar,4,1920,3,2.0,1,2.0,1140,12900
2145,Densidade Residencial Baixa,Sawyer,1 andar,8,1963,3,1.0,1,2.0,960,9239
2146,Densidade Residencial Baixa,Sawyer,1 andar,8,1956,1,2.0,1,2.0,1188,14175
2147,Densidade Residencial Baixa,Clear Creek,1 andar,3,1960,3,2.0,1,3.0,1721,10532
2148,Densidade Residencial Baixa,Sawyer,2 andares,7,1941,2,3.0,1,3.0,1350,8375
2149,Densidade Residencial Baixa,Sawyer,2 andares,8,1970,3,3.0,1,1.0,904,10200
2150,Densidade Residencial Baixa,Clear Creek,1 andar,6,1979,3,2.0,1,3.0,1524,20270
2151,Densidade Residencial Baixa,Edwards,2 andares,5,1948,2,1.0,1,1.0,1079,5190
2152,Densidade Residencial Baixa,Edwards,1 andar,7,1940,2,0.0,1,2.0,1518,19550
2153,Densidade Residencial Baixa,Edwards,1 andar,6,1956,3,1.0,1,2.0,1509,9571
2154,Densidade Residencial Baixa,Edwards,2 andares,5,1975,2,0.0,1,2.0,864,9350
2155,Densidade Residencial Baixa,Edwards,2 andares,8,1962,3,1.0,1,2.0,1269,9360
2156,Densidade Residencial Baixa,Sawyer West,2 andares,5,1995,4,2.0,1,4.0,2814,9771
2157,Densidade Residencial Baixa,Sawyer West,1 andar,5,1994,3,2.0,1,4.0,1626,9938
2158,Densidade Residencial Baixa,Sawyer West,2 andares,5,1993,4,2.0,1,3.0,2200,14171
2159,Densidade Residencial Baixa,Sawyer West,2 andares,5,1996,3,2.0,1,3.0,2037,10541
2160,Densidade Residencial Baixa,College Creek,2 andares,5,2007,3,2.0,1,3.0,1356,10616
2161,Densidade Residencial Baixa,College Creek,1 andar,5,2007,3,3.0,1,2.0,1615,9345
2162,Densidade Residencial Baixa,College Creek,1 andar,5,2008,3,3.0,1,3.0,2276,11778
2163,Densidade Residencial Baixa,College Creek,1 andar,5,2008,3,3.0,1,4.0,1766,11778
2164,Densidade Residencial Baixa,Sawyer West,2 andares,5,1995,3,3.0,1,3.0,1511,11454
2165,Densidade Residencial Baixa,Clear Creek,1 andar,6,1966,2,2.0,1,3.0,1643,11500
2166,Densidade Residencial Baixa,College Creek,1 andar,7,1994,3,2.0,1,2.0,990,9750
2167,Densidade Residencial Baixa,College Creek,1 andar,5,1997,3,2.0,1,3.0,1418,8696
2168,Densidade Residencial Baixa,College Creek,2 andares,5,1997,3,2.0,1,4.0,1771,13142
2169,Densidade Residencial Baixa,College Creek,2 andares,5,2000,3,2.0,1,3.0,1652,8998
2170,Densidade Residencial Baixa,College Creek,2 andares,5,2000,3,2.0,1,4.0,1823,12192
2171,Densidade Residencial Baixa,College Creek,1 andar,6,1978,3,2.0,1,2.0,1174,12250
2172,Densidade Residencial Baixa,College Creek,1 andar,6,1975,3,2.0,1,2.0,1076,9216
2173,Densidade Residencial Baixa,College Creek,1 andar,6,1975,2,2.0,1,3.0,1558,14330
2174,Densidade Residencial Baixa,College Creek,2 andares,5,2001,3,2.0,1,3.0,2161,10400
2175,Densidade Residencial Baixa,College Creek,2 andares,5,2001,3,3.0,1,4.0,1947,9720
2176,Densidade Residencial Baixa,College Creek,1 andar,5,2002,3,3.0,1,3.0,1786,14860
2177,Densidade Residencial Baixa,College Creek,2 andares,5,2003,4,2.0,1,3.0,2327,10905
2178,Densidade Residencial Baixa,College Creek,2 andares,5,1999,3,2.0,1,3.0,1764,11690
2179,Densidade Residencial Média,College Creek,1 andar,5,2004,1,2.0,1,2.0,848,4426
2180,Densidade Residencial Média,College Creek,2 andares,5,1997,2,3.0,2,4.0,1838,10126
2181,Densidade Residencial Baixa,College Creek,1 andar,5,2004,3,2.0,1,2.0,1445,9750
2182,Densidade Residencial Baixa,College Creek,1 andar,6,2007,3,3.0,1,2.0,1564,11058
2183,Densidade Residencial Baixa,College Creek,1 andar,5,2007,3,2.0,1,2.0,1361,9627
2184,Densidade Residencial Baixa,Edwards,1 andar,5,1966,3,1.0,1,1.0,1092,9825
2185,Densidade Residencial Baixa,Edwards,2 andares,5,1976,3,2.0,1,2.0,1033,12102
2186,Densidade Residencial Baixa,Edwards,1 andar,6,1976,3,2.0,1,3.0,1127,6500
2187,Densidade Residencial Baixa,Edwards,2 andares,6,1977,3,2.0,1,2.0,1117,9638
2188,Densidade Residencial Baixa,Edwards,2 andares,7,1976,3,2.0,1,2.0,1398,7200
2189,Densidade Residencial Baixa,Edwards,1 andar,7,1959,5,2.0,1,,3820,47007
2190,Densidade Residencial Baixa,Edwards,1 andar,5,1955,2,0.0,2,2.0,1152,6012
2191,Densidade Residencial Baixa,Edwards,1 andar,5,1955,2,0.0,2,2.0,1152,6845
2192,Densidade Residencial Baixa,Edwards,1 andar,5,1955,2,0.0,1,2.0,784,6931
2193,Densidade Residencial Baixa,Edwards,2 andares,7,1938,2,0.0,1,2.0,1053,12180
2194,Densidade Residencial Baixa,Edwards,2 andares,8,1947,4,0.0,1,2.0,1137,8050
2195,Densidade Residencial Baixa,Edwards,1 andar,5,1953,2,1.0,1,1.0,930,9520
2196,Densidade Residencial Baixa,Edwards,2 andares,6,1954,3,1.0,1,1.0,1204,7692
2197,Densidade Residencial Baixa,Edwards,2 andares,7,1923,3,1.0,1,2.0,1292,5142
2198,Densidade Residencial Baixa,South & West of Iowa State University,1 andar,8,1921,2,1.0,1,2.0,1424,7290
2199,Densidade Residencial Baixa,South & West of Iowa State University,2 andares,7,1930,4,2.0,2,6.0,1920,7804
2200,Densidade Residencial Baixa,Crawford,2 andares,6,1926,2,1.0,1,2.0,1316,8969
2201,Densidade Residencial Baixa,Crawford,2 andares,6,1914,3,2.0,1,1.0,1264,15564
2202,Densidade Residencial Baixa,Crawford,2 andares,9,1925,3,1.0,1,3.0,1512,7609
2203,Densidade Residencial Baixa,Crawford,2 andares,3,1923,4,2.0,1,1.0,1603,9650
2204,Densidade Residencial Baixa,Crawford,2 andares,6,1937,4,1.0,1,2.0,1938,11700
2205,Densidade Residencial Baixa,Crawford,2 andares,4,1938,3,1.0,1,1.0,1374,9260
2206,Densidade Residencial Baixa,Crawford,1 andar,5,1951,2,1.0,1,2.0,1091,7801
2207,Densidade Residencial Baixa,Crawford,2 andares,6,1935,4,2.0,1,2.0,1873,9670
2208,Densidade Residencial Baixa,Crawford,2 andares,9,1950,3,2.0,1,4.0,2161,12392
2209,Densidade Residencial Baixa,Crawford,1 andar,5,1956,3,2.0,1,3.0,1898,26073
2210,Densidade Residencial Média,Bluestem,2 andares,6,1980,2,2.0,1,1.0,1032,1879
2211,Densidade Residencial Média,Iowa DOT and Rail Road,1 andar,8,1926,2,1.0,1,2.0,919,7000
2212,Densidade Residencial Média,Iowa DOT and Rail Road,2 andares,8,1940,3,1.0,1,1.0,1090,6000
2213,Densidade Residencial Média,Iowa DOT and Rail Road,2 andares,7,1930,4,0.0,1,1.0,1200,8155
2214,Densidade Residencial Média,Iowa DOT and Rail Road,2 andares,5,1967,3,1.0,1,2.0,1656,6000
2215,Densidade Residencial Média,Iowa DOT and Rail Road,1 andar,7,1930,2,1.0,1,1.0,912,7392
2216,Densidade Residencial Média,Iowa DOT and Rail Road,2 andares,5,1958,4,1.0,1,2.0,1955,9000
2217,,Iowa DOT and Rail Road,1 andar,5,1952,2,2.0,1,1.0,733,14584
2218,C (all),Iowa DOT and Rail Road,2 andares,7,1895,2,1.0,1,1.0,1361,5280
2219,C (all),Iowa DOT and Rail Road,2 andares,7,1910,2,1.0,1,1.0,1049,5150
2220,C (all),Iowa DOT and Rail Road,2 andares,6,1920,3,1.0,1,2.0,864,9000
2221,Densidade Residencial Média,Crawford,1 andar,5,2007,2,2.0,1,4.0,1648,3843
2222,Densidade Residencial Média,Crawford,1 andar,5,2004,2,2.0,1,4.0,1646,3811
2223,Densidade Residencial Baixa,Mitchell,1 andar,5,1996,3,3.0,1,4.0,2032,23730
2224,Densidade Residencial Baixa,Mitchell,2 andares,5,1996,3,3.0,1,3.0,1820,11050
2225,Densidade Residencial Baixa,Mitchell,2 andares,4,1976,4,2.0,2,4.0,1872,10260
2226,Densidade Residencial Baixa,Mitchell,1 andar,5,1991,3,2.0,1,3.0,1689,9990
2227,Densidade Residencial Baixa,Timberland,1 andar,6,1986,2,2.0,1,3.0,1501,4084
2228,Densidade Residencial Baixa,Timberland,1 andar,5,2006,3,3.0,1,3.0,1537,11563
2229,Densidade Residencial Baixa,Timberland,2 andares,5,2007,3,2.0,1,4.0,1780,12852
2230,Densidade Residencial Baixa,Timberland,2 andares,5,2006,3,2.0,1,3.0,1442,9802
2231,Densidade Residencial Baixa,Timberland,2 andares,5,2008,3,3.0,1,3.0,1612,12018
2232,Densidade Residencial Baixa,Timberland,1 andar,5,1989,3,2.0,1,2.0,1495,12890
2233,Densidade Residencial Baixa,Timberland,1 andar,5,1986,3,2.0,1,2.0,1256,18265
2234,Densidade Residencial Baixa,Timberland,1 andar,5,2003,3,2.0,1,3.0,1440,11202
2235,Densidade Residencial Baixa,Timberland,1 andar,5,1999,3,2.0,1,3.0,1675,7915
2236,Densidade Residencial Baixa,Timberland,1 andar,5,2007,3,2.0,1,3.0,1728,11449
2237,Densidade Residencial Baixa,Timberland,1 andar,5,2005,3,3.0,1,4.0,1964,11447
2238,Densidade Residencial Média,Mitchell,2 andares,5,1997,2,4.0,2,4.0,1344,8940
2239,Densidade Residencial Baixa,Mitchell,1 andar,5,2007,2,0.0,1,1.0,1092,9278
2240,Densidade Residencial Média,Mitchell,1 andar,5,1997,2,2.0,1,3.0,1189,4500
2241,Densidade Residencial Baixa,Mitchell,2 andares,5,1964,3,3.0,1,2.0,1200,14137
2242,Densidade Residencial Média,Meadow Village,1 andar,6,1975,3,2.0,1,1.0,1040,4224
2243,Densidade Residencial Média,Meadow Village,2 andares,7,1976,4,1.0,1,2.0,1475,2665
2244,Densidade Residencial Média,Meadow Village,2 andares,7,1973,2,1.0,1,2.0,988,1974
2245,Densidade Residencial Média,Meadow Village,2 andares,6,1973,1,1.0,1,2.0,988,1596
2246,Densidade Residencial Baixa,Mitchell,1 andar,6,1968,3,1.0,1,2.0,1160,17979
2247,Densidade Residencial Média,Meadow Village,2 andares,9,1970,3,0.0,1,3.0,1092,1477
2248,Densidade Residencial Baixa,Mitchell,1 andar,7,1983,2,1.0,1,2.0,816,6490
2249,Densidade Residencial Baixa,Mitchell,1 andar,6,1982,3,1.0,1,1.0,845,6600
2250,Densidade Residencial Baixa,Mitchell,1 andar,6,1984,3,2.0,1,1.0,889,12395
2251,,Iowa DOT and Rail Road,2 andares,1,1900,4,1.0,1,2.0,1836,56600
2252,Densidade Residencial Baixa,NAmes,1 andar,6,1971,3,2.0,1,2.0,1587,10667
2253,Densidade Residencial Baixa,Gilbert,2 andares,5,1997,3,2.0,1,3.0,1384,8872
2254,Densidade Residencial Baixa,Gilbert,2 andares,5,1994,3,2.0,1,3.0,1694,10147
2255,Densidade Residencial Baixa,Gilbert,2 andares,5,1999,3,2.0,1,4.0,1714,8637
2256,Densidade Residencial Baixa,Gilbert,2 andares,5,1996,3,2.0,1,3.0,1553,7875
2257,Densidade Residencial Baixa,Gilbert,2 andares,5,1999,5,2.0,1,4.0,2299,7500
2258,Densidade Residencial Baixa,Gilbert,1 andar,5,1992,3,2.0,1,2.0,1187,9556
2259,Densidade Residencial Baixa,Gilbert,2 andares,5,1993,3,2.0,1,3.0,1642,7655
2260,Densidade Residencial Baixa,Gilbert,1 andar,6,1964,3,2.0,1,2.0,1128,18160
2261,Densidade Residencial Baixa,Stone Brook,1 andar,5,1988,2,2.0,1,3.0,1179,4740
2262,Densidade Residencial Baixa,Stone Brook,1 andar,5,1990,1,2.0,1,2.0,1321,5118
2263,Densidade Residencial Baixa,Stone Brook,2 andares,5,2005,4,3.0,1,5.0,2541,12328
2264,Densidade Residencial Baixa,Stone Brook,1 andar,5,2006,4,3.0,1,4.0,2338,51974
2265,Densidade Residencial Baixa,Gilbert,1 andar,5,1969,3,3.0,1,3.0,1424,41600
2266,Densidade Residencial Baixa,Stone Brook,1 andar,5,2006,2,2.0,1,3.0,1612,8035
2267,Densidade Residencial Baixa,Stone Brook,1 andar,5,2006,1,2.0,1,3.0,2234,14082
2268,Densidade Residencial Baixa,Stone Brook,1 andar,5,2006,3,3.0,1,3.0,2042,13870
2269,Densidade Residencial Baixa,Northwest Ames,1 andar,5,1984,3,2.0,1,3.0,1284,10960
2270,Densidade Residencial Baixa,Northwest Ames,2 andares,7,1981,3,2.0,1,3.0,1479,12090
2271,Densidade Residencial Baixa,Northwest Ames,1 andar,6,1978,3,2.0,1,3.0,1664,12299
2272,Densidade Residencial Baixa,Northwest Ames,2 andares,5,1979,4,2.0,1,4.0,1930,11339
2273,Densidade Residencial Baixa,Northwest Ames,1 andar,6,1984,3,2.0,1,2.0,1177,11850
2274,Densidade Residencial Baixa,Northwest Ames,1 andar,5,1979,2,2.0,1,3.0,1353,10400
2275,Densidade Residencial Baixa,Northwest Ames,1 andar,5,1971,2,2.0,1,3.0,1220,13001
2276,Densidade Residencial Baixa,Northwest Ames,2 andares,6,1976,3,2.0,1,3.0,1324,8991
2277,Densidade Residencial Baixa,Northwest Ames,2 andares,6,1974,4,2.0,1,4.0,1877,8000
2278,Densidade Residencial Baixa,NAmes,1 andar,6,1970,3,2.0,1,2.0,1422,9457
2279,Densidade Residencial Baixa,NAmes,1 andar,5,1970,3,1.0,1,1.0,914,7920
2280,Densidade Residencial Baixa,NAmes,1 andar,7,1961,2,1.0,1,1.0,914,17199
2281,Densidade Residencial Alta,NAmes,1 andar,5,2001,2,2.0,1,2.0,1337,4113
2282,Densidade Residencial Alta,NAmes,1 andar,5,1997,2,2.0,1,3.0,1337,10943
2283,Densidade Residencial Média,Briardale,2 andares,6,1973,3,1.0,1,2.0,1092,2205
2284,Densidade Residencial Média,Briardale,2 andares,5,1973,4,1.0,1,2.0,1218,2058
2285,Densidade Residencial Baixa,Northpark Villa,1 andar,7,1978,2,1.0,1,2.0,1055,2304
2286,Densidade Residencial Baixa,NAmes,1 andar,6,1966,3,1.0,1,2.0,988,7150
2287,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2006,3,3.0,1,3.0,1816,12469
2288,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2006,3,3.0,1,2.0,1694,11825
2289,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2007,2,3.0,1,4.0,2122,14333
2290,Densidade Residencial Baixa,Northridge Heights,2 andares,5,2007,3,3.0,1,4.0,2656,13641
2291,Densidade Residencial Baixa,Northridge Heights,2 andares,5,2006,4,3.0,1,3.0,2550,13440
2292,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2005,2,3.0,1,4.0,2046,15431
2293,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2007,3,3.0,1,3.0,2552,13891
2294,Densidade Residencial Baixa,Northridge Heights,2 andares,5,2005,4,3.0,1,3.0,2758,13654
2295,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2007,2,3.0,1,5.0,2290,17169
