Id,tipo_moradia,localização,andares,nota_casa,ano_contrucao,preco,banheiros,vagas_garagem,cozinhas,banheiros,tamanho(em pés quadrados),tamanho lote (n útil)
581,Densidade Residencial Baixa,NAmes,1 andar,6,1960,181900,3,2,1,2,1429,14585
582,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2008,253293,3,3,1,3,2042,12704
583,Densidade Residencial Baixa,Edwards,2 andares,5,1990,118500,3,0,1,2,816,11841
584,Densidade Residencial Média,Old Town,2 andares,9,1893,325000,3,2,1,4,2775,13500
585,Densidade Residencial Média,Brookside,2 andares,7,1935,133000,3,1,1,1,1573,6120
586,Densidade Residencial Baixa,Timberland,1 andar,5,2005,369900,2,3,1,3,2028,11443
587,Densidade Residencial Baixa,Brookside,1 andar,7,1918,130000,2,1,1,2,838,10267
588,Densidade Residencial Baixa,Sawyer,2 andares,6,1982,137000,2,2,1,2,860,8740
589,Densidade Residencial Baixa,Clear Creek,1 andar,8,1968,143000,1,1,1,3,1473,25095
590,Densidade Residencial Média,Brookside,1 andar,6,1930,79500,2,1,1,1,935,9100
591,Densidade Residencial Baixa,College Creek,2 andares,5,2004,185900,3,2,1,3,1582,8320
592,Densidade Residencial Baixa,Northridge Heights,2 andares,5,2008,451950,3,3,1,4,2296,13478
593,Densidade Residencial Baixa,Mitchell,1 andar,8,1982,138000,2,2,1,2,816,6600
594,Densidade Residencial Média,College Creek,1 andar,5,2003,140000,1,2,1,2,848,4435
595,Densidade Residencial Baixa,College Creek,1 andar,6,1975,110000,3,1,1,1,924,7990
596,Densidade Residencial Baixa,Stone Brook,1 andar,5,2005,319000,3,3,1,3,1826,11302
597,Densidade Residencial Média,Old Town,2 andares,7,1910,114504,3,1,1,1,1368,3600
598,Densidade Residencial Baixa,Bloomington Heights,1 andar,5,2006,194201,2,3,1,4,1402,3922
599,Densidade Residencial Baixa,Crawford,1 andar,6,1977,217500,3,2,1,3,1647,12984
600,Densidade Residencial Média,Bluestem,2 andares,6,1980,151000,3,2,1,4,1556,1950
601,Densidade Residencial Baixa,Northridge Heights,2 andares,5,2005,275000,3,2,1,4,1904,10927
602,Densidade Residencial Média,Iowa DOT and Rail Road,2 andares,6,1937,141000,3,1,1,2,1375,9000
603,Densidade Residencial Baixa,Sawyer West,2 andares,5,1992,220000,3,2,1,4,1915,10041
604,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,2004,151000,2,2,1,3,1200,3182
605,Densidade Residencial Baixa,College Creek,1 andar,5,2002,221000,3,2,1,3,1494,12803
606,Densidade Residencial Baixa,NAmes,2 andares,6,1965,205000,3,2,1,3,1986,13600
607,Densidade Residencial Baixa,College Creek,1 andar,5,1996,152000,3,2,1,2,1040,12464
608,Densidade Residencial Baixa,Edwards,2 andares,8,1948,225000,3,1,1,4,2008,7800
609,Densidade Residencial Baixa,Crawford,2 andares,6,1934,359100,4,2,1,3,3194,12168
610,Densidade Residencial Baixa,Sawyer,1 andar,5,1961,118500,3,1,1,2,1029,7943
611,Densidade Residencial Baixa,College Creek,2 andares,5,2000,313000,3,3,1,4,2153,11050
612,Densidade Residencial Baixa,Northwest Ames,2 andares,6,1978,148000,3,2,1,3,1032,10395
613,Densidade Residencial Baixa,College Creek,2 andares,5,2001,261500,3,2,1,4,1872,11885
614,Densidade Residencial Baixa,Mitchell,1 andar,5,2007,147000,3,0,1,1,1120,8402
615,Densidade Residencial Média,Meadow Village,2 andares,6,1972,75500,1,0,1,2,630,1491
616,Densidade Residencial Baixa,NAmes,2 andares,7,1963,137500,3,2,1,2,1054,8800
617,Densidade Residencial Baixa,Gilbert,2 andares,5,2002,183200,3,2,1,4,1509,7861
618,Densidade Residencial Baixa,NAmes,2 andares,6,1954,105500,2,2,1,1,832,7227
619,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2007,314813,3,3,1,2,1828,11694
620,Densidade Residencial Baixa,Timberland,2 andares,5,2003,305000,4,3,1,4,2262,12244
621,Densidade Residencial Baixa,Edwards,1 andar,3,1914,67000,2,0,1,2,864,8248
622,Densidade Residencial Baixa,Northwest Ames,2 andares,7,1974,240000,4,2,1,3,2614,10800
623,Densidade Residencial Baixa,Sawyer,1 andar,6,1977,135000,3,2,1,1,980,7064
624,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,2000,168500,2,2,1,3,1512,2117
625,Densidade Residencial Baixa,Northwest Ames,2 andares,5,1972,165150,4,2,1,4,1790,10400
626,Densidade Residencial Baixa,NAmes,1 andar,6,1962,160000,3,2,1,2,1116,10000
627,Densidade Residencial Baixa,NAmes,1 andar,5,1960,139900,3,1,1,1,1422,12342
628,Densidade Residencial Baixa,NAmes,2 andares,6,1955,153000,3,1,1,2,1520,9600
629,Densidade Residencial Baixa,NAmes,2 andares,5,1969,135000,5,2,1,4,2080,11606
630,Densidade Residencial Baixa,NAmes,2 andares,5,1964,168500,3,2,1,3,1350,9020
631,Densidade Residencial Média,Old Town,2 andares,6,1880,124000,3,1,1,1,1750,9000
632,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2006,209500,2,2,1,2,1554,4590
633,Densidade Residencial Baixa,Northwest Ames,1 andar,5,1977,82500,3,2,1,2,1411,11900
634,Densidade Residencial Baixa,NAmes,1 andar,7,1954,139400,3,1,1,2,1056,9250
635,Densidade Residencial Baixa,Old Town,2 andares,5,1980,144000,0,2,2,2,1056,6979
636,Densidade Residencial Alta,South & West of Iowa State University,2 andares,7,1914,200000,8,0,2,2,3395,10896
637,Densidade Residencial Média,Brookside,1 andar,3,1936,60000,1,0,1,1,800,6120
638,Densidade Residencial Média,Old Town,2 andares,4,1954,93000,3,1,2,2,1387,6000
639,Densidade Residencial Baixa,Edwards,1 andar,7,1910,85000,2,0,1,1,796,8777
640,Densidade Residencial Baixa,Bloomington Heights,1 andar,5,2006,264561,1,3,1,3,1567,3982
641,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2003,274000,1,2,1,2,1518,12677
642,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,2001,226000,3,2,1,4,1929,7050
643,Densidade Residencial Baixa,NAmes,2 andares,7,1972,345000,4,2,1,4,2704,13860
644,Densidade Residencial Baixa,Northwest Ames,2 andares,5,1969,152000,4,2,1,3,1620,10793
645,Área Residencial de Vilas Flutuantes,Somerset,1 andar,5,2009,370878,2,3,1,4,1766,9187
646,Densidade Residencial Baixa,NAmes,1 andar,5,1971,143250,3,2,1,3,981,10530
647,Densidade Residencial Baixa,NAmes,1 andar,5,1950,98300,3,2,1,1,1048,7200
648,Densidade Residencial Baixa,Edwards,1 andar,5,1953,155000,3,2,1,1,1094,10452
649,Densidade Residencial Baixa,NAmes,2 andares,5,1966,155000,4,2,1,2,1839,7700
650,Densidade Residencial Média,Meadow Village,2 andares,6,1970,84500,1,0,1,2,630,1936
651,Área Residencial de Vilas Flutuantes,Somerset,2 andares,6,2007,205950,3,2,1,3,1665,8125
652,Densidade Residencial Baixa,Edwards,2 andares,5,1940,108000,4,1,1,2,1510,9084
653,Densidade Residencial Baixa,College Creek,2 andares,5,1996,191000,2,2,1,3,1716,8750
654,Densidade Residencial Média,Iowa DOT and Rail Road,2 andares,7,1906,135000,3,1,1,1,1469,10320
655,Densidade Residencial Baixa,Northridge,1 andar,6,1995,350000,2,3,1,4,2113,10437
656,Densidade Residencial Média,Briardale,2 andares,5,1971,88000,3,1,1,2,1092,1680
657,Densidade Residencial Baixa,NAmes,1 andar,7,1959,145500,3,1,1,3,1053,10007
658,Densidade Residencial Baixa,Crawford,2 andares,6,1931,149000,3,1,1,2,1502,7200
659,Densidade Residencial Baixa,NAmes,2 andares,5,1948,97500,3,1,1,2,1458,17503
660,Densidade Residencial Baixa,Edwards,1 andar,7,1964,167000,3,2,1,2,1486,9937
661,Densidade Residencial Baixa,Northwest Ames,2 andares,7,1976,197900,3,2,1,3,1935,12384
662,Densidade Residencial Baixa,Northridge,2 andares,7,1994,402000,4,3,1,4,2448,46589
663,Densidade Residencial Baixa,NAmes,1 andar,3,1968,110000,2,2,1,2,1392,13560
664,Densidade Residencial Baixa,Edwards,2 andares,5,1972,137500,3,2,1,3,1181,10012
665,Densidade Residencial Baixa,Somerset,1 andar,5,2005,423000,1,3,1,3,2097,20896
666,Densidade Residencial Baixa,Gilbert,2 andares,5,2000,230500,3,2,1,3,1936,11194
667,Densidade Residencial Baixa,NAmes,2 andares,5,1965,129000,3,2,1,3,2380,18450
668,Densidade Residencial Baixa,Sawyer West,1 andar,5,1994,193500,3,2,1,3,1679,8125
669,Densidade Residencial Baixa,Sawyer,1 andar,6,1956,168000,3,2,1,3,1437,14175
670,Densidade Residencial Baixa,Crawford,1 andar,5,1922,137500,2,1,1,1,1180,11600
671,Densidade Residencial Baixa,College Creek,2 andares,5,2005,173500,3,2,1,4,1476,8633
672,Densidade Residencial Alta,Edwards,2 andares,6,1925,103600,3,1,1,3,1369,6629
673,Densidade Residencial Baixa,Veenker,1 andar,6,1977,165000,3,2,1,3,1208,11250
674,Densidade Residencial Baixa,Crawford,1 andar,7,1957,257500,3,2,1,3,1839,14442
675,Densidade Residencial Baixa,NAmes,1 andar,6,1965,140000,3,1,1,2,1136,9200
676,Densidade Residencial Baixa,Northpark Villa,2 andares,6,1978,148500,3,2,1,3,1441,2289
677,Densidade Residencial Média,Old Town,2 andares,2,1900,87000,4,3,2,3,1774,9600
678,Densidade Residencial Baixa,Old Town,1 andar,8,1924,109500,2,1,1,1,792,9022
679,Densidade Residencial Baixa,Stone Brook,1 andar,5,2008,372500,3,3,1,3,2046,11844
680,Densidade Residencial Baixa,Sawyer,1 andar,5,1961,128500,3,2,1,2,988,9945
681,Densidade Residencial Baixa,Sawyer West,1 andar,5,1980,143000,2,1,1,2,923,8012
682,Densidade Residencial Alta,South & West of Iowa State University,2 andares,5,1932,159434,3,1,1,1,1520,4500
683,Densidade Residencial Baixa,Clear Creek,1 andar,5,1996,173000,2,2,1,2,1291,2887
684,Densidade Residencial Baixa,College Creek,1 andar,5,2002,285000,3,3,1,3,1668,11248
685,Densidade Residencial Baixa,Northridge,2 andares,5,1998,221000,4,2,1,3,1839,16770
686,Densidade Residencial Baixa,Stone Brook,2 andares,5,1984,207500,3,2,1,3,2090,5062
687,Área Residencial de Vilas Flutuantes,Somerset,2 andares,6,2007,227875,3,2,1,3,1761,10207
688,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,2004,148800,2,2,1,3,1102,5105
689,Densidade Residencial Baixa,Stone Brook,1 andar,6,2007,392000,2,2,1,3,1419,8089
690,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2005,194700,2,2,1,2,1362,7577
691,Densidade Residencial Média,College Creek,1 andar,5,2004,141000,1,2,1,2,848,4426
692,Densidade Residencial Baixa,Northridge,2 andares,6,1994,755000,4,3,1,5,4316,21535
693,Densidade Residencial Baixa,Timberland,2 andares,5,1989,335000,4,2,1,4,2519,26178
694,Densidade Residencial Baixa,Old Town,1 andar,6,1921,108480,2,1,1,1,1073,5400
695,Densidade Residencial Média,Brookside,2 andares,6,1936,141500,3,2,1,2,1539,6120
696,Densidade Residencial Baixa,Timberland,1 andar,6,1987,176000,2,2,1,3,1137,13811
697,Densidade Residencial Média,Brookside,1 andar,7,1921,89000,2,1,1,1,616,6000
698,Densidade Residencial Baixa,Edwards,1 andar,7,1952,123500,2,1,1,2,1148,6420
699,Densidade Residencial Baixa,Sawyer,1 andar,8,1965,138500,3,1,1,2,894,8450
700,Área Residencial de Vilas Flutuantes,Somerset,1 andar,5,2004,196000,2,2,1,2,1391,4282
701,Densidade Residencial Baixa,Timberland,1 andar,5,2002,312500,3,3,1,3,1800,14331
702,Densidade Residencial Baixa,Northwest Ames,1 andar,5,1969,140000,3,2,1,2,1164,9600
703,Densidade Residencial Baixa,Stone Brook,2 andares,5,2006,361919,4,3,1,3,2576,12438
704,Densidade Residencial Média,Old Town,2 andares,9,1900,140000,4,2,2,2,1812,7630
705,Densidade Residencial Baixa,College Creek,1 andar,5,2004,213000,3,2,1,3,1484,8400
706,Densidade Residencial Média,Iowa DOT and Rail Road,2 andares,5,1930,55000,3,0,2,2,1092,5600
707,Densidade Residencial Baixa,Clear Creek,1 andar,5,1971,302000,2,2,1,3,1824,115149
708,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2006,254000,2,2,1,3,1324,6240
709,Densidade Residencial Baixa,Gilbert,2 andares,5,2007,179540,3,2,1,3,1456,9018
710,Densidade Residencial Baixa,Sawyer,1 andar,7,1966,109900,3,1,1,1,904,7162
711,Densidade Residencial Baixa,Brookside,1 andar,6,1935,52000,2,0,1,1,729,4130
712,C (all),Iowa DOT and Rail Road,2 andares,7,1900,102776,2,1,1,1,1178,8712
713,Densidade Residencial Baixa,Stone Brook,1 andar,5,1988,189000,2,2,1,3,1228,4671
714,Densidade Residencial Baixa,Brookside,1 andar,5,1970,129000,3,2,1,2,960,9873
715,Densidade Residencial Baixa,Sawyer,2 andares,8,1976,130500,3,2,1,3,1479,13517
716,Densidade Residencial Baixa,Northwest Ames,1 andar,5,1974,165000,3,2,1,2,1350,10140
717,Densidade Residencial Média,Old Town,2 andares,8,1890,159500,3,2,1,2,2554,10800
718,Densidade Residencial Baixa,Northwest Ames,1 andar,6,1973,157000,3,2,1,3,1178,10000
719,Densidade Residencial Baixa,Northridge,2 andares,5,1993,341000,3,3,1,4,2418,10542
720,Densidade Residencial Baixa,College Creek,1 andar,6,1969,128500,3,1,1,2,971,9920
721,Densidade Residencial Baixa,Stone Brook,1 andar,5,1985,275000,2,2,1,3,1742,6563
722,Densidade Residencial Média,College Creek,1 andar,5,2004,143000,1,2,1,2,848,4426
723,Densidade Residencial Baixa,NAmes,1 andar,7,1970,124500,3,2,1,1,864,8120
724,Densidade Residencial Baixa,Edwards,2 andares,6,1954,135000,4,1,1,2,1470,8172
725,Densidade Residencial Baixa,Edwards,1 andar,5,2007,320000,3,3,1,3,1698,13286
726,Densidade Residencial Baixa,NAmes,1 andar,6,1970,120500,3,2,1,1,864,6960
727,Densidade Residencial Baixa,Crawford,1 andar,9,1988,222000,3,2,1,3,1680,21695
728,Densidade Residencial Baixa,College Creek,1 andar,5,2007,194500,2,2,1,3,1232,7314
729,Densidade Residencial Baixa,NAmes,1 andar,5,1958,110000,4,3,2,3,1776,11475
730,Densidade Residencial Média,Iowa DOT and Rail Road,2 andares,5,1925,103000,2,2,1,1,1208,6240
731,Densidade Residencial Baixa,Stone Brook,1 andar,5,1995,236500,2,2,1,3,1616,5389
732,Densidade Residencial Baixa,Timberland,2 andares,5,2003,187500,3,2,1,3,1146,9590
733,Densidade Residencial Baixa,College Creek,2 andares,5,1998,222500,3,2,1,3,2031,11404
734,Densidade Residencial Baixa,Sawyer,1 andar,6,1961,131400,3,1,1,2,1144,10000
735,Densidade Residencial Baixa,Sawyer,1 andar,5,1968,108000,3,1,1,1,948,8978
736,Densidade Residencial Média,Old Town,2 andares,7,1914,163000,2,2,1,2,1768,10800
737,Densidade Residencial Baixa,NAmes,1 andar,4,1950,93500,2,2,2,2,1040,8544
738,Densidade Residencial Baixa,Gilbert,2 andares,5,2005,239900,3,3,1,3,1801,10463
739,Densidade Residencial Baixa,Edwards,1 andar,5,1987,179000,3,0,1,6,1200,10800
740,Densidade Residencial Baixa,College Creek,2 andares,5,2004,190000,3,2,1,3,1728,9313
741,Densidade Residencial Média,Old Town,2 andares,7,1910,132000,2,2,1,2,1432,9600
742,Densidade Residencial Baixa,Sawyer,1 andar,8,1961,142000,3,1,1,3,912,6768
743,Densidade Residencial Baixa,Sawyer West,1 andar,5,2000,179000,3,2,1,2,1349,8450
744,Densidade Residencial Baixa,Sawyer,2 andares,6,1963,175000,3,2,1,3,1464,12886
745,Densidade Residencial Baixa,Stone Brook,1 andar,5,1993,180000,2,2,1,3,1337,5395
746,Densidade Residencial Baixa,Northwest Ames,2 andares,9,1976,299800,4,2,1,5,2715,8963
747,Densidade Residencial Baixa,Gilbert,2 andares,5,2000,236000,4,2,1,3,2256,8795
748,Densidade Residencial Média,Old Town,2 andares,7,1880,265979,4,4,1,2,2640,11700
749,Densidade Residencial Baixa,Northridge,1 andar,5,1996,260400,3,2,1,3,1720,10593
750,Densidade Residencial Baixa,Edwards,2 andares,3,1945,98000,4,1,1,2,1529,8405
751,Densidade Residencial Média,Old Town,2 andares,7,1910,96500,3,0,1,1,1140,8800
752,Densidade Residencial Baixa,Gilbert,2 andares,5,2003,162000,3,2,1,3,1320,7750
753,Densidade Residencial Baixa,College Creek,1 andar,5,1997,217000,3,2,1,3,1494,9236
754,Densidade Residencial Baixa,Northridge Heights,2 andares,5,2005,275500,3,3,1,3,2098,10240
755,Densidade Residencial Baixa,NAmes,1 andar,8,1969,156000,3,2,1,2,1026,7930
756,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,1999,172500,3,2,1,3,1471,3230
757,Densidade Residencial Baixa,College Creek,2 andares,5,2007,212000,3,2,1,3,1768,10769
758,Densidade Residencial Baixa,Sawyer,2 andares,5,1978,158900,3,2,1,3,1386,11616
759,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,1999,179400,3,2,1,3,1501,2280
760,Densidade Residencial Baixa,Northridge,2 andares,5,1995,290000,4,3,1,3,2531,12257
761,Densidade Residencial Baixa,NAmes,1 andar,6,1959,127500,2,1,1,1,864,9100
762,Densidade Residencial Média,Brookside,1 andar,5,1924,100000,2,2,1,1,1301,6911
763,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,2009,215200,3,2,1,3,1547,8640
764,Densidade Residencial Baixa,Northridge,2 andares,5,1999,337000,3,3,1,4,2365,9430
765,Densidade Residencial Baixa,Veenker,1 andar,5,1995,270000,2,2,1,3,1494,9549
766,Densidade Residencial Baixa,Somerset,1 andar,5,2008,264132,2,2,1,2,1506,14587
767,Densidade Residencial Baixa,Northwest Ames,2 andares,5,1988,196500,3,2,1,3,1714,10421
768,Densidade Residencial Baixa,Mitchell,2 andares,7,1940,160000,4,1,1,3,1750,12508
769,Densidade Residencial Baixa,College Creek,1 andar,5,2004,216837,3,2,1,2,1836,9100
770,Densidade Residencial Baixa,Stone Brook,2 andares,5,2003,538000,4,3,1,5,3279,53504
771,Densidade Residencial Baixa,Sawyer,2 andares,5,1982,134900,2,2,1,2,858,7252
772,Densidade Residencial Baixa,Edwards,1 andar,5,1951,102000,2,2,1,1,1220,8877
773,Densidade Residencial Baixa,Edwards,2 andares,5,1976,107000,3,2,1,2,1117,7819
774,Densidade Residencial Baixa,NAmes,1 andar,5,1958,114500,2,1,1,1,912,10150
775,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2006,395000,3,3,1,2,1973,14226
776,Densidade Residencial Média,Mitchell,1 andar,5,1998,162000,2,2,1,3,1204,4500
777,Densidade Residencial Baixa,College Creek,1 andar,5,2005,221500,3,3,1,2,1614,11210
778,Densidade Residencial Baixa,Sawyer,1 andar,5,1974,142500,3,2,1,2,894,13350
779,Densidade Residencial Alta,Sawyer West,1 andar,5,1977,144000,4,2,2,2,2020,8400
780,Densidade Residencial Baixa,Mitchell,2 andares,5,1977,135000,2,2,1,2,1004,10530
781,Densidade Residencial Baixa,Gilbert,1 andar,5,1995,176000,3,2,1,2,1253,7875
782,Densidade Residencial Baixa,Sawyer West,2 andares,5,1992,175900,3,2,1,3,1603,7153
783,Densidade Residencial Baixa,College Creek,1 andar,5,2001,187100,3,2,1,2,1430,16285
784,Densidade Residencial Baixa,Mitchell,2 andares,6,1978,165500,1,2,1,2,1110,9101
785,Densidade Residencial Média,Old Town,2 andares,6,1914,128000,3,0,1,2,1484,6300
786,Densidade Residencial Baixa,Northwest Ames,1 andar,5,1967,161500,3,2,1,2,1342,9790
787,Densidade Residencial Média,Old Town,2 andares,6,1915,139000,4,1,1,3,1652,10800
788,Densidade Residencial Baixa,Sawyer West,2 andares,5,2004,233000,4,2,1,4,2084,10142
789,Densidade Residencial Média,Old Town,1 andar,7,1954,107900,2,1,1,1,901,6000
790,Densidade Residencial Baixa,Clear Creek,2 andares,8,1966,187500,5,2,1,3,2087,12205
791,Densidade Residencial Baixa,Bloomington Heights,1 andar,5,2005,160200,2,2,1,2,1145,3182
792,Densidade Residencial Baixa,Mitchell,2 andares,5,1976,146800,3,2,1,2,1062,11333
793,Densidade Residencial Baixa,Northridge,2 andares,5,1996,269790,3,2,1,4,2013,9920
794,Densidade Residencial Baixa,Somerset,1 andar,5,2007,225000,3,2,1,2,1496,9158
795,Densidade Residencial Baixa,Gilbert,2 andares,5,1994,194500,3,2,1,3,1895,10832
796,Densidade Residencial Baixa,Sawyer West,2 andares,6,1980,171000,3,2,1,3,1564,8400
797,Densidade Residencial Baixa,Sawyer,1 andar,5,1977,143500,3,2,1,2,1285,8197
798,Densidade Residencial Baixa,NAmes,1 andar,5,1953,110000,2,1,1,1,773,7677
799,Densidade Residencial Baixa,Northridge Heights,2 andares,5,2008,485000,4,3,1,4,3140,13518
800,Densidade Residencial Baixa,South & West of Iowa State University,2 andares,7,1937,175000,3,1,1,3,1768,7200
801,Densidade Residencial Baixa,Clear Creek,2 andares,5,1997,200000,4,2,1,4,1688,12798
802,Densidade Residencial Média,Iowa DOT and Rail Road,1 andar,7,1916,109900,2,2,1,2,1196,4800
803,Densidade Residencial Baixa,College Creek,2 andares,5,2005,189000,3,2,1,4,1456,8199
804,Densidade Residencial Baixa,Northridge Heights,2 andares,5,2008,582933,4,3,1,4,2822,13891
805,Densidade Residencial Baixa,NAmes,1 andar,5,1954,118000,2,1,1,1,1128,9000
806,Densidade Residencial Baixa,Somerset,1 andar,5,2008,227680,3,2,1,2,1428,12274
807,Densidade Residencial Baixa,NAmes,2 andares,5,1967,135500,3,1,1,2,980,9750
808,Densidade Residencial Baixa,Brookside,2 andares,6,1923,223500,3,2,1,4,1576,21384
809,Densidade Residencial Baixa,NAmes,2 andares,5,1966,159950,3,2,1,2,1086,13400
810,Densidade Residencial Média,Old Town,2 andares,5,1898,106000,2,2,3,2,2138,8100
811,Densidade Residencial Baixa,Northwest Ames,1 andar,6,1974,181000,3,2,1,3,1309,10140
812,Densidade Residencial Média,College Creek,1 andar,5,2004,144500,1,2,1,2,848,4438
813,C (all),Iowa DOT and Rail Road,1 andar,5,1952,55993,2,2,1,1,1044,8712
814,Densidade Residencial Baixa,NAmes,1 andar,6,1958,157900,4,1,1,2,1442,9750
815,Densidade Residencial Baixa,Edwards,2 andares,7,1918,116000,3,1,1,3,1250,8248
816,Densidade Residencial Baixa,College Creek,1 andar,5,1998,224900,3,2,1,2,1661,12137
817,Densidade Residencial Baixa,NAmes,1 andar,6,1954,137000,2,1,1,1,1008,11425
818,Densidade Residencial Baixa,Mitchell,1 andar,5,2002,271000,3,3,1,3,1689,13265
819,Densidade Residencial Baixa,Clear Creek,2 andares,7,1971,155000,3,2,1,2,1052,8816
820,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2009,224000,2,2,1,3,1358,6371
821,Densidade Residencial Baixa,College Creek,2 andares,5,2003,183000,3,2,1,3,1640,7226
822,Densidade Residencial Média,Old Town,1 andar,4,1953,93000,2,2,1,1,936,6000
823,Densidade Residencial Baixa,Gilbert,2 andares,5,2003,225000,3,2,1,3,1733,12394
824,Densidade Residencial Baixa,South & West of Iowa State University,2 andares,7,1940,139500,3,1,1,2,1489,9900
825,Área Residencial de Vilas Flutuantes,Somerset,1 andar,5,2006,232600,3,2,1,2,1489,11216
826,Densidade Residencial Baixa,Northridge Heights,1 andar,5,2007,385000,2,3,1,3,2084,14803
827,Densidade Residencial Média,Brookside,2 andares,6,1924,109500,2,0,1,2,784,6130
828,Densidade Residencial Baixa,Sawyer West,1 andar,5,2001,189000,3,2,1,2,1434,8529
829,Densidade Residencial Baixa,Clear Creek,2 andares,5,1967,185000,3,2,1,4,2126,28698
830,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,2005,147400,2,2,1,3,1223,2544
831,Densidade Residencial Baixa,NAmes,1 andar,5,1957,166000,3,2,1,3,1392,11900
832,Área Residencial de Vilas Flutuantes,Somerset,2 andares,5,2005,151000,2,2,1,3,1200,3180
833,Densidade Residencial Baixa,College Creek,2 andares,6,2003,237000,3,2,1,4,1829,9548
834,Densidade Residencial Baixa,NAmes,1 andar,6,1964,167000,3,2,1,2,1516,10004
835,Densidade Residencial Baixa,NAmes,1 andar,6,1961,139950,3,2,1,2,1144,7875
836,Densidade Residencial Baixa,Sawyer,1 andar,7,1950,128000,2,2,1,2,1067,9600
837,Densidade Residencial Média,Old Town,1 andar,6,1948,153500,2,2,1,2,1559,8100
838,Densidade Residencial Média,Briardale,2 andares,5,1973,100000,2,1,1,3,987,1680
839,Densidade Residencial Baixa,College Creek,1 andar,6,1995,144000,3,1,1,2,1099,9525
840,Densidade Residencial Baixa,Edwards,2 andares,6,1946,130500,3,1,1,1,1200,11767
841,Densidade Residencial Alta,South & West of Iowa State University,2 andares,8,1925,140000,4,1,1,2,1482,12155
842,Densidade Residencial Média,Old Town,2 andares,8,1904,157500,3,2,1,2,1539,10440
843,Densidade Residencial Baixa,NAmes,2 andares,7,1966,174900,3,2,1,3,1165,9020
844,Densidade Residencial Baixa,NAmes,1 andar,4,1961,141000,6,0,2,2,1800,8000
845,Densidade Residencial Média,Old Town,2 andares,8,1915,153900,4,3,1,2,1416,12665
846,Densidade Residencial Baixa,Sawyer,2 andares,5,1975,171000,3,2,1,3,1701,16647
847,Densidade Residencial Baixa,Sawyer West,2 andares,5,1993,213000,3,2,1,4,1775,9317
848,Densidade Residencial Baixa,College Creek,1 andar,6,1972,133500,3,1,1,2,864,15523
849,Densidade Residencial Baixa,Clear Creek,2 andares,8,1908,240000,5,2,1,3,2358,45600
850,Densidade Residencial Baixa,Veenker,2 andares,7,1976,187000,3,2,1,3,1855,9600
851,Densidade Residencial Média,College Creek,1 andar,5,2003,131500,1,2,1,2,848,4435
852,Densidade Residencial Baixa,Bloomington Heights,1 andar,5,2003,215000,2,2,1,2,1456,3196
853,Densidade Residencial Baixa,Crawford,2 andares,5,1941,164000,4,1,1,2,1646,7128
854,Densidade Residencial Baixa,NAmes,2 andares,6,1964,158000,3,2,1,2,1445,12095
855,Densidade Residencial Baixa,Sawyer,1 andar,4,1955,170000,3,2,1,3,1779,17920
856,Densidade Residencial Baixa,Sawyer,1 andar,8,1962,127000,3,1,1,3,1040,6897
857,Densidade Residencial Baixa,College Creek,2 andares,6,1978,147000,3,2,1,2,1026,10970
858,Densidade Residencial Baixa,Gilbert,2 andares,5,1994,174000,3,2,1,3,1481,8125
859,Densidade Residencial Baixa,Northwest Ames,1 andar,5,1976,152000,3,2,1,2,1370,10400
860,Densidade Residencial Baixa,Northwest Ames,2 andares,7,1968,250000,4,2,1,4,2654,11029
861,Densidade Residencial Baixa,Crawford,2 andares,8,1918,189950,3,1,1,2,1426,7642
862,Densidade Residencial Baixa,Sawyer,1 andar,4,1965,131500,3,2,1,3,1039,11625
863,Densidade Residencial Baixa,Sawyer West,1 andar,5,1984,152000,3,2,1,2,1097,9672
864,Densidade Residencial Baixa,NAmes,1 andar,5,1959,132500,3,1,1,2,1148,7931
865,Área Residencial de Vilas Flutuantes,Somerset,1 andar,5,2007,250580,3,2,1,2,1372,8640
866,Densidade Residencial Baixa,NAmes,1 andar,6,1970,148500,3,2,1,2,1002,8750
867,Densidade Residencial Baixa,Timberland,1 andar,5,2006,248900,3,3,1,2,1646,10656
868,Densidade Residencial Baixa,Sawyer,1 andar,5,1961,129000,3,2,1,3,1120,6970
869,Densidade Residencial Baixa,Gilbert,2 andares,6,1948,169000,2,2,1,2,2320,14762
870,Densidade Residencial Baixa,Sawyer West,2 andares,5,1993,236000,3,2,1,4,1949,9938
871,Densidade Residencial Baixa,NAmes,1 andar,5,1962,109500,2,1,1,1,894,6600
